Mod:Item:MetaData, Localized Name
rockhounding_chemistry:machines_b:0, Slurry Pond
rockhounding_chemistry:machines_b:1, Gas Pressurizer
rockhounding_chemistry:machines_b:2, Gasifier Cistern
rockhounding_chemistry:machines_b:4, Gasifier Burner
rockhounding_chemistry:machines_b:5, Gas Purifier
rockhounding_chemistry:machines_b:6, Cyclone Separator
rockhounding_chemistry:machines_b:8, Particulate Collector
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:10, Air Compressor
rockhounding_chemistry:machines_b:11, Heat Exchanger
rockhounding_chemistry:machines_b:13, Turboexpander
rockhounding_chemistry:machines_b:15, Cyclone Separator Top
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_b:9, Pressure Vessel
rockhounding_chemistry:machines_c:0, GAN Controller
rockhounding_chemistry:machines_c:1, Gas Condenser
rockhounding_chemistry:machines_c:2, Gas Bulbs
rockhounding_chemistry:machines_c:3, Leaching Controller
rockhounding_chemistry:machines_c:4, Sealed Vat
rockhounding_chemistry:machines_c:5, Specimen Collector
rockhounding_chemistry:machines_c:6, Retention Controller
rockhounding_chemistry:machines_c:7, Extraction Controller
rockhounding_chemistry:machines_c:8, Extraction Reactor
rockhounding_chemistry:machines_c:9, Elements Cabinet
rockhounding_chemistry:machines_c:11, Glassware Holder
rockhounding_chemistry:machines_c:12, Lab Balance
rockhounding_chemistry:machines_c:13, Reforming Controller
rockhounding_chemistry:machines_c:15, Reaction Stabilizer
rockhounding_chemistry:machines_d:0, Metal Alloyer
rockhounding_chemistry:machines_d:2, Material Cabinet
rockhounding_chemistry:machines_d:4, Vapor Deposition Chamber
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:8, Crystal Pulling Crucible
rockhounding_chemistry:machines_d:10, Orbiter
rockhounding_chemistry:machines_d:11, Transposer
rockhounding_chemistry:machines_d:12, Fluidpedia
rockhounding_chemistry:machines_d:13, Chemical Dumper
rockhounding_chemistry:machines_d:14, Flotation Tank
rockhounding_chemistry:machines_d:15, Containment Tank
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_d:6, Gas Holder
rockhounding_chemistry:machines_e:0, Laser Emitter
rockhounding_chemistry:machines_e:1, Exhaust Valve
rockhounding_chemistry:machines_e:2, Water Pump
rockhounding_chemistry:machines_e:3, Catalyst Regenerator
rockhounding_chemistry:machines_e:4, Disposer
rockhounding_chemistry:machines_e:5, Heavy Drum
rockhounding_chemistry:machines_e:6, Buffer Tank
rockhounding_chemistry:machines_e:7, Electrochemical CSTR
rockhounding_chemistry:machines_e:9, CSTR Container
rockhounding_chemistry:machines_e:11, Precipitation Chamber
rockhounding_chemistry:machines_e:12, Precipitation Reactor
rockhounding_chemistry:alloy_blocks_tech:0, CuBe Block
rockhounding_chemistry:alloy_blocks_tech:1, ScAl Block
rockhounding_chemistry:alloy_blocks_tech:2, BAM Block
rockhounding_chemistry:alloy_blocks_tech:3, Stellite Block
rockhounding_chemistry:alloy_blocks_tech:4, Cupronickel Block
rockhounding_chemistry:alloy_blocks_tech:5, Nimonic Block
rockhounding_chemistry:alloy_blocks_tech:6, Hastelloy Block
rockhounding_chemistry:alloy_blocks_tech:7, Nichrome Block
rockhounding_chemistry:alloy_blocks_tech:8, CuNiFe Block
rockhounding_chemistry:alloy_blocks_tech:9, Silicon Nitride Block
rockhounding_chemistry:alloy_blocks_tech:10, Carborundum Block
rockhounding_chemistry:alloy_blocks_tech:11, Tinite Block
rockhounding_chemistry:alloy_blocks_tech:12, Hydronalium Block
rockhounding_chemistry:alloy_blocks_tech:13, Vanasteel Block
rockhounding_chemistry:alloy_blocks_tech:14, Widia Block
rockhounding_chemistry:alloy_blocks_tech:15, Tantaloy Block
rockhounding_chemistry:alloy_bricks_tech:0, CuBe Brick
rockhounding_chemistry:alloy_bricks_tech:1, ScAl Brick
rockhounding_chemistry:alloy_bricks_tech:2, BAM Brick
rockhounding_chemistry:alloy_bricks_tech:3, Stellite Brick
rockhounding_chemistry:alloy_bricks_tech:4, Cupronickel Brick
rockhounding_chemistry:alloy_bricks_tech:5, Nimonic Brick
rockhounding_chemistry:alloy_bricks_tech:6, Hastelloy Brick
rockhounding_chemistry:alloy_bricks_tech:7, Nichrome Brick
rockhounding_chemistry:alloy_bricks_tech:8, CuNiFe Brick
rockhounding_chemistry:alloy_bricks_tech:9, Silicon Nitride Brick
rockhounding_chemistry:alloy_bricks_tech:10, Carborundum Brick
rockhounding_chemistry:alloy_bricks_tech:11, Tinite Brick
rockhounding_chemistry:alloy_bricks_tech:12, Hydronalium Brick
rockhounding_chemistry:alloy_bricks_tech:13, Vanasteel Brick
rockhounding_chemistry:alloy_bricks_tech:14, Widia Brick
rockhounding_chemistry:alloy_bricks_tech:15, Tantaloy Brick
rockhounding_chemistry:alloy_blocks_deco:0, Mischmetal Block
rockhounding_chemistry:alloy_blocks_deco:1, Rose Gold Block
rockhounding_chemistry:alloy_blocks_deco:2, Green Gold Block
rockhounding_chemistry:alloy_blocks_deco:3, White Gold Block
rockhounding_chemistry:alloy_blocks_deco:4, Shibuichi Block
rockhounding_chemistry:alloy_blocks_deco:5, Tombak Block
rockhounding_chemistry:alloy_blocks_deco:6, Pewter Block
rockhounding_chemistry:alloy_blocks_deco:7, Corten Steel Block
rockhounding_chemistry:alloy_blocks_deco:8, Shakudo Block
rockhounding_chemistry:alloy_blocks_deco:9, Purple Gold Block
rockhounding_chemistry:alloy_blocks_deco:10, NIB Block
rockhounding_chemistry:alloy_blocks_deco:11, CoSm Block
rockhounding_chemistry:alloy_bricks_deco:0, Mischmetal Brick
rockhounding_chemistry:alloy_bricks_deco:1, Rose Gold Brick
rockhounding_chemistry:alloy_bricks_deco:2, Green Gold Brick
rockhounding_chemistry:alloy_bricks_deco:3, White Gold Brick
rockhounding_chemistry:alloy_bricks_deco:4, Shibuichi Brick
rockhounding_chemistry:alloy_bricks_deco:5, Tombak Brick
rockhounding_chemistry:alloy_bricks_deco:6, Pewter Brick
rockhounding_chemistry:alloy_bricks_deco:7, Corten Steel Brick
rockhounding_chemistry:alloy_bricks_deco:8, Shakudo Brick
rockhounding_chemistry:alloy_bricks_deco:9, Purple Gold Brick
rockhounding_chemistry:alloy_bricks_deco:10, NIB Brick
rockhounding_chemistry:alloy_bricks_deco:11, CoSm Brick
rockhounding_chemistry:alloy_blocks_gems:0, Neodymium YAG Block
rockhounding_chemistry:alloy_blocks_gems:1, Erbium YAG Block
rockhounding_chemistry:alloy_blocks_gems:2, Ytterbium YAG Block
rockhounding_chemistry:alloy_bricks_gems:0, Neodymium YAG Brick
rockhounding_chemistry:alloy_bricks_gems:1, Erbium YAG Brick
rockhounding_chemistry:alloy_bricks_gems:2, Ytterbium YAG Brick
rockhounding_chemistry:alloy_blocks_tech_b:0, NiAl Block
rockhounding_chemistry:alloy_blocks_tech_b:1, Inconel Block
rockhounding_chemistry:alloy_blocks_tech_b:2, Zircaloy Block
rockhounding_chemistry:alloy_bricks_tech_b:0, NiAl Brick
rockhounding_chemistry:alloy_bricks_tech_b:1, Inconel Brick
rockhounding_chemistry:alloy_bricks_tech_b:2, Zircaloy Brick
rockhounding_chemistry:pipeline_duct, Fluid Pipeline Duct
rockhounding_chemistry:pipeline_pump, Fluid Pipeline Pump
rockhounding_chemistry:pipeline_valve, Fluid Pipeline Valve
rockhounding_chemistry:gasline_duct, Gas Pipeline Duct
rockhounding_chemistry:gasline_pump, Gas Pipeline Pump
rockhounding_chemistry:pipeline_halt, Fluid Pipeline Barred Duct
rockhounding_chemistry:gasline_halt, Gas Pipeline Barred Duct
rockhounding_chemistry:didymium_glass:0, Didymium Glass (Borderless)
rockhounding_chemistry:didymium_glass:1, Didymium Glass (Bordered)
rockhounding_chemistry:didymium_glass:2, Didymium Glass (Bricks)
rockhounding_chemistry:waterlock:0, Dry Waterlock
rockhounding_chemistry:waterlock:1, Wet Waterlock
rockhounding_chemistry:toxic_cloud, Toxic Cloud
rockhounding_chemistry:fluid.hydrofluoric_acid, Hydrofluoric Acid
rockhounding_chemistry:fluid.organic_slurry, Organic Slurry
rockhounding_chemistry:fluid.xenon, Xenon
rockhounding_chemistry:fluid.syngas, Syngas
rockhounding_chemistry:fluid.hydrochloric_acid, Hydrochloric Acid
rockhounding_chemistry:fluid.molten_tantaloy, Molten Tantaloy
rockhounding_chemistry:fluid.nitric_acid, Nitric Acid
rockhounding_chemistry:fluid.krypton, Krypton
rockhounding_chemistry:fluid.oxygen, Oxygen
rockhounding_chemistry:fluid.refined_air, Refined Air
rockhounding_chemistry:fluid.chloromethane, Chloromethane
rockhounding_chemistry:fluid.molten_cunife, Molten CuNiFe
rockhounding_chemistry:fluid.molten_cupronickel, Molten Cupronickel
rockhounding_chemistry:fluid.silicone, Silicone
rockhounding_chemistry:fluid.toxic_waste, Toxic Waste
rockhounding_chemistry:fluid.molten_hastelloy, Molten Hastelloy
rockhounding_chemistry:fluid.virgin_water, Virgin Water
rockhounding_chemistry:fluid.cooled_air, Cooled Air
rockhounding_chemistry:fluid.flue_gas, Flue Gas
rockhounding_chemistry:fluid.molten_hydronalium, Molten Hydronalium
rockhounding_chemistry:fluid.molten_bam, Molten BAM
rockhounding_chemistry:fluid.molten_nial, Molten NiAl
rockhounding_chemistry:fluid.hydrogen, Hydrogen
rockhounding_chemistry:fluid.compressed_air, Compressed Air
rockhounding_chemistry:fluid.carbon_dioxide, Carbon Dioxide
rockhounding_chemistry:fluid.molten_corten, Molten Corten Steel
rockhounding_chemistry:fluid.liquid_nitrogen, Liquid Nitrogen
rockhounding_chemistry:fluid.methanol, Methanol
rockhounding_chemistry:fluid.argon, Argon
rockhounding_chemistry:fluid.sulfuric_acid, Sulfuric Acid
rockhounding_chemistry:fluid.molten_pewter, Molten Pewter
rockhounding_chemistry:fluid.molten_scal, Molten ScAl
rockhounding_chemistry:fluid.neon, Neon
rockhounding_chemistry:fluid.ammonia, Ammonia
rockhounding_chemistry:fluid.nitrogen, Nitrogen
rockhounding_chemistry:fluid.acrylic_acid, Acrylic Acid
rockhounding_chemistry:fluid.toxic_sludge, Toxic Sludge
rockhounding_chemistry:fluid.molten_nichrome, Molten Nichrome
rockhounding_chemistry:fluid.coal_slurry, Coal Slurry
rockhounding_chemistry:fluid.molten_titanium, Molten Titanium
rockhounding_chemistry:fluid.molten_zircaloy, Molten Zircaloy
rockhounding_chemistry:fluid.mother_liquor, Mother Liquor
rockhounding_chemistry:fluid.water_vapour, Water Vapour
rockhounding_chemistry:fluid.liquid_ammonia, Liquid Ammonia
rockhounding_chemistry:fluid.salt_brine, Saturated Brine
rockhounding_chemistry:fluid.raw_flue_gas, Raw Flue Gas
rockhounding_chemistry:fluid.molten_vanadium, Molten Vanadium
rockhounding_chemistry:fluid.raw_syngas, Raw Syngas
rockhounding_chemistry:fluid.dense_brine, Dense Brine
rockhounding_chemistry:fluid.molten_nimonic, Molten Nimonic
rockhounding_chemistry:fluid.leachate, Leachate
rockhounding_chemistry:fluid.sodium_hydroxide, Sodium Hydroxide
rockhounding_chemistry:fluid.molten_stellite, Molten Stellite
rockhounding_chemistry:fluid.molten_vanasteel, Molten Vanasteel
rockhounding_chemistry:fluid.sodium_cyanide, Sodium Cyanide
rockhounding_chemistry:fluid.liquid_oxygen, Liquid Oxygen
rockhounding_chemistry:fluid.helium, Helium
rockhounding_chemistry:fluid.molten_cube, Molten CuBe
rockhounding_chemistry:fluid.molten_inconel, Molten Inconel
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
valkyrienskies:physics_infuser, Physics Infuser
valkyrienskies:creative_physics_infuser, Creative Physics Infuser
valkyrienskies:physics_core, Physics Core
vs_world:valkyrium_crystal, Valkyrium Crystal
vs_world:valkyrium_ore, Valkyrium Ore
vs_control:relay_wire, Relay Wire
vs_control:vs_wrench, VS Wrench
vs_control:basic_engine, Basic Engine
vs_control:advanced_engine, Advanced Engine
vs_control:elite_engine, Elite Engine
vs_control:ultimate_engine, Ultimate Engine
vs_control:redstone_engine, Redstone Engine
vs_control:compacted_valkyrium, Compacted Valkyrium
vs_control:captains_chair, Captain's Chair
vs_control:passenger_chair, Passenger Chair
vs_control:ship_helm, Ship Helm
vs_control:ship_helm_wheel, tile.ship_helm_wheel.name
vs_control:speed_telegraph, Speed Telegraph
vs_control:dummy_telegraph, Dummy Telegraph
vs_control:network_relay, Network Relay
vs_control:lift_valve, Lift Valve
vs_control:lift_lever, Lift Lever
vs_control:network_display, Network Display
vs_control:valkyrium_compressor_part, Valkyrium Compressor Part
vs_control:gyroscope_stabilizer, Ship Gyroscope Stabilizer
vs_control:gyroscope_dampener, Ship Gyroscope Dampener
vs_control:valkyrium_engine_part, Valkyrium Engine Part
vs_control:gearbox, Gearbox
vs_control:rudder_part, Rudder Part
vs_control:giant_propeller_part, Giant Propeller Part
vs_control:rotation_axle, Rotation Axle
waterworks:rain_tank_wood, Wooden Rain Tank
waterworks:water_pipe, Water Pipe
waterworks:rain_collector, Collector Block
waterworks:rain_collector_controller, Rain Collector Controller
waterworks:groundwater_pump, Groundwater Pump
waterworks:pipe_wrench, Pipe Wrench
waterworks:firework_rain, Rain Rocket
waterworks:firework_anti_rain, Anti Rain Rocket
waterworks:materials:0, Energy Adapter
waterworks:materials:1, Controller
jurassicraft:araucaria_planks, Araucaria Planks
jurassicraft:tour_rail_fast, Fast Tour Vehicle Track
jurassicraft:teeth_fresh:1, Fresh Coelacanth Teeth
jurassicraft:teeth_fresh:4, Fresh Mussaurus Teeth
jurassicraft:teeth_fresh:13, Fresh Parasaurolophus Teeth
jurassicraft:empty_syringe, Empty Syringe
jurassicraft:syringe:3, Brachiosaurus Syringe
jurassicraft:syringe:1, Coelacanth Syringe
jurassicraft:syringe:7, Dilophosaurus Syringe
jurassicraft:syringe:9, Gallimimus Syringe
jurassicraft:syringe:2, Microraptor Syringe
jurassicraft:syringe:4, Mussaurus Syringe
jurassicraft:syringe:13, Parasaurolophus Syringe
jurassicraft:syringe:19, Triceratops Syringe
jurassicraft:syringe:20, Tyrannosaurus Syringe
jurassicraft:syringe:0, Velociraptor Syringe
jurassicraft:psaronius_slab:0, Psaronius Slab
jurassicraft:dna_sequencer, DNA Sequencer
jurassicraft:car_windscreen, Car Windscreen
jurassicraft:araucaria_door_item, Araucaria Door
jurassicraft:goat_cooked, Cooked Goat
jurassicraft:raphaelia, Raphaelia
jurassicraft:shoulder_bone:13, Parasaurolophus Shoulder Bones
jurassicraft:shoulder_bone:19, Triceratops Shoulder Bones
jurassicraft:shoulder_bone:20, Tyrannosaurus Shoulder Bones
jurassicraft:shoulder_bone:0, Velociraptor Shoulder Bones
jurassicraft:paleo_bale_cycadeoidea, Bennettitalean Prehistoric Plant Bale
jurassicraft:cultivate_top:0, White Cultivator
jurassicraft:cultivate_top:1, Orange Cultivator
jurassicraft:cultivate_top:2, Magenta Cultivator
jurassicraft:cultivate_top:3, Light Blue Cultivator
jurassicraft:cultivate_top:4, Yellow Cultivator
jurassicraft:cultivate_top:5, Lime Cultivator
jurassicraft:cultivate_top:6, Pink Cultivator
jurassicraft:cultivate_top:7, Gray Cultivator
jurassicraft:cultivate_top:8, Light Gray Cultivator
jurassicraft:cultivate_top:9, Cyan Cultivator
jurassicraft:cultivate_top:10, Purple Cultivator
jurassicraft:cultivate_top:11, Blue Cultivator
jurassicraft:cultivate_top:12, Brown Cultivator
jurassicraft:cultivate_top:13, Green Cultivator
jurassicraft:cultivate_top:14, Red Cultivator
jurassicraft:cultivate_top:15, Black Cultivator
jurassicraft:breeding_wand, Breeding Wand
jurassicraft:phoenix_leaves, Phoenix Leaves
jurassicraft:arm_bones:7, Dilophosaurus Arm Bones
jurassicraft:arm_bones:9, Gallimimus Arm Bones
jurassicraft:arm_bones:2, Microraptor Arm Bones
jurassicraft:arm_bones:4, Mussaurus Arm Bones
jurassicraft:arm_bones:20, Tyrannosaurus Arm Bones
jurassicraft:arm_bones:0, Velociraptor Arm Bones
jurassicraft:ginkgo_sapling, Ginkgo Sapling
jurassicraft:fine_net, Fine Net
jurassicraft:dna_combinator_hybridizer, DNA Combinator-Hybridizer
jurassicraft:embryonic_machine, Embryonic Machine
jurassicraft:twig_fossil, Twig Fossil
jurassicraft:incubator, Incubator
jurassicraft:disc_troodons_and_raptors, JurassiCraft Record
jurassicraft:ajuginucula_smithii_leaves, Ajuginucula Smithii Leaves
jurassicraft:shoulder:3, Brachiosaurus Shoulder
jurassicraft:shoulder:7, Dilophosaurus Shoulder
jurassicraft:shoulder:9, Gallimimus Shoulder
jurassicraft:shoulder:2, Microraptor Shoulder
jurassicraft:shoulder:4, Mussaurus Shoulder
jurassicraft:psaronius_sapling, Psaronius Sapling
jurassicraft:amber_ore, Amber Ore
jurassicraft:mr_dna_keychain, Mr DNA Keychain
jurassicraft:reinforced_bricks, Reinforced Bricks
jurassicraft:first_dorsal_fin_fresh:1, Fresh Coelacanth First Dorsal Fin
jurassicraft:hippurites_radiosus_coral, Hippurites Radiosus
jurassicraft:liriodendrites, Liriodendrites
jurassicraft:psaronius_double_slab:0, Psaronius Slab
jurassicraft:umaltolepis, Umaltolepis
jurassicraft:psaronius_door_item, Psaronius Door
jurassicraft:leg_bones:7, Dilophosaurus Leg Bones
jurassicraft:leg_bones:9, Gallimimus Leg Bones
jurassicraft:leg_bones:2, Microraptor Leg Bones
jurassicraft:leg_bones:4, Mussaurus Leg Bones
jurassicraft:leg_bones:20, Tyrannosaurus Leg Bones
jurassicraft:leg_bones:0, Velociraptor Leg Bones
jurassicraft:cladochonus_coral, Cladochonus
jurassicraft:neck_vertebrae:3, Brachiosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:9, Gallimimus Neck Vertebrae
jurassicraft:neck_vertebrae:2, Microraptor Neck Vertebrae
jurassicraft:neck_vertebrae:4, Mussaurus Neck Vertebrae
jurassicraft:neck_vertebrae:13, Parasaurolophus Neck Vertebrae
jurassicraft:neck_vertebrae:19, Triceratops Neck Vertebrae
jurassicraft:neck_vertebrae:20, Tyrannosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:0, Velociraptor Neck Vertebrae
jurassicraft:pelvic_fin_bones:1, Coelacanth Pelvic Fin Bones
jurassicraft:pregnancy_test, Pregnancy Test
jurassicraft:phoenix_seeds, Phoenix Seeds
jurassicraft:ladinia_simplex, Ladinia Simplex
jurassicraft:plankton_swarm, tile.plankton_swarm.name
jurassicraft:fossilized_trackway:0, Fossilized Biped Trackway
jurassicraft:fossilized_trackway:1, Fossilized Small Biped Trackway
jurassicraft:fossilized_trackway:2, Fossilized Raptor Trackway
jurassicraft:ginkgo_door_item, Ginkgo Door
jurassicraft:ginkgo_fence, Ginkgo Fence
jurassicraft:foot_bones_fresh:9, Fresh Gallimimus Foot Bones
jurassicraft:foot_bones_fresh:2, Fresh Microraptor Foot Bones
jurassicraft:foot_bones_fresh:20, Fresh Tyrannosaurus Foot Bones
jurassicraft:foot_bones_fresh:0, Fresh Velociraptor Foot Bones
jurassicraft:second_dorsal_fin_fresh:1, Fresh Coelacanth Second Dorsal Fin
jurassicraft:calamites_log, Calamites Log
jurassicraft:graminidites_bambusoides, Graminidites Bambusoides
jurassicraft:gypsum_bricks, Gypsum Bricks
jurassicraft:hatched_egg:0, Hatched Velociraptor Egg
jurassicraft:disc_reader, Disc Drive
jurassicraft:display_block, tile.display_block.name
jurassicraft:enallhelia_coral, Enallhelia
jurassicraft:display_block_item:12, Brachiosaurus Action Figure
jurassicraft:display_block_item:15, Brachiosaurus Fossilized Skeleton
jurassicraft:display_block_item:13, Brachiosaurus Fresh Skeleton
jurassicraft:display_block_item:4, Coelacanth Action Figure
jurassicraft:display_block_item:7, Coelacanth Fossilized Skeleton
jurassicraft:display_block_item:5, Coelacanth Fresh Skeleton
jurassicraft:display_block_item:28, Dilophosaurus Action Figure
jurassicraft:display_block_item:31, Dilophosaurus Fossilized Skeleton
jurassicraft:display_block_item:29, Dilophosaurus Fresh Skeleton
jurassicraft:display_block_item:36, Gallimimus Action Figure
jurassicraft:display_block_item:39, Gallimimus Fossilized Skeleton
jurassicraft:display_block_item:37, Gallimimus Fresh Skeleton
jurassicraft:display_block_item:8, Microraptor Action Figure
jurassicraft:display_block_item:11, Microraptor Fossilized Skeleton
jurassicraft:display_block_item:9, Microraptor Fresh Skeleton
jurassicraft:display_block_item:16, Mussaurus Action Figure
jurassicraft:display_block_item:19, Mussaurus Fossilized Skeleton
jurassicraft:display_block_item:17, Mussaurus Fresh Skeleton
jurassicraft:display_block_item:52, Parasaurolophus Action Figure
jurassicraft:display_block_item:55, Parasaurolophus Fossilized Skeleton
jurassicraft:display_block_item:53, Parasaurolophus Fresh Skeleton
jurassicraft:display_block_item:76, Triceratops Action Figure
jurassicraft:display_block_item:79, Triceratops Fossilized Skeleton
jurassicraft:display_block_item:77, Triceratops Fresh Skeleton
jurassicraft:display_block_item:80, Tyrannosaurus Action Figure
jurassicraft:display_block_item:83, Tyrannosaurus Fossilized Skeleton
jurassicraft:display_block_item:81, Tyrannosaurus Fresh Skeleton
jurassicraft:display_block_item:0, Velociraptor Action Figure
jurassicraft:display_block_item:3, Velociraptor Fossilized Skeleton
jurassicraft:display_block_item:1, Velociraptor Fresh Skeleton
jurassicraft:araucaria_stairs, Araucaria Stairs
jurassicraft:clear_glass_pane, Clear Glass Pane
jurassicraft:gypsum_stone, Gypsum Stone
jurassicraft:vehicle_item:0, Ford Explorer
jurassicraft:vehicle_item:1, Jeep Wrangler
jurassicraft:vehicle_item:2, Helicopter
jurassicraft:reinforced_glass, Reinforced Glass
jurassicraft:calamites_door_item, Calamites Door
jurassicraft:phoenix_slab:0, Phoenix Slab
jurassicraft:phoenix_fruit, Phoenix Fruit
jurassicraft:calamites_planks, Calamites Planks
jurassicraft:plant_dna:0, Ajuginucula Smithii DNA
jurassicraft:plant_dna:25, Araucaria DNA
jurassicraft:plant_dna:34, Aulopora DNA
jurassicraft:plant_dna:6, Cycadeoidea DNA
jurassicraft:plant_dna:27, Bristle Fern DNA
jurassicraft:plant_dna:2, Calamites DNA
jurassicraft:plant_dna:26, Cinnamon Fern DNA
jurassicraft:plant_dna:35, Cladochonus DNA
jurassicraft:plant_dna:7, Cry Pansy DNA
jurassicraft:plant_dna:9, Zamites DNA
jurassicraft:plant_dna:10, Dicksonia DNA
jurassicraft:plant_dna:12, Dicroidium Zuberi DNA
jurassicraft:plant_dna:13, Dictyophyllum DNA
jurassicraft:plant_dna:33, Enallhelia DNA
jurassicraft:plant_dna:21, Encephalartos DNA
jurassicraft:plant_dna:5, Ginkgo DNA
